EURUSD,202006010350,1.115000,1.115100,1.114840,1.114850,0
EURUSD,202006010351,1.114850,1.114910,1.114570,1.114910,0
EURUSD,202006010352,1.114890,1.115030,1.114760,1.115030,0
EURUSD,202006010353,1.115030,1.115030,1.114650,1.114660,0
EURUSD,202006010354,1.114660,1.114710,1.114540,1.114620,0
EURUSD,202006010355,1.114620,1.114720,1.114480,1.114590,0
EURUSD,202006010356,1.114590,1.114680,1.114500,1.114540,0
EURUSD,202006010357,1.114540,1.114800,1.114470,1.114670,0
EURUSD,202006010358,1.114660,1.115020,1.114650,1.114940,0
EURUSD,202006010359,1.114950,1.114980,1.114750,1.114870,0
EURUSD,202006010400,1.114870,1.114870,1.114460,1.114480,0
EURUSD,202006010401,1.114480,1.114600,1.114440,1.114570,0
EURUSD,202006010402,1.114580,1.114580,1.114450,1.114450,0
EURUSD,202006010403,1.114440,1.114440,1.114110,1.114110,0
EURUSD,202006010404,1.114110,1.114130,1.113720,1.113730,0
EURUSD,202006010405,1.113730,1.113910,1.113720,1.113770,0
EURUSD,202006010406,1.113780,1.113940,1.113730,1.113910,0
EURUSD,202006010407,1.113900,1.114270,1.113730,1.114130,0
EURUSD,202006010408,1.114130,1.114270,1.112990,1.113270,0
EURUSD,202006010409,1.113270,1.113420,1.112970,1.113320,0
EURUSD,202006010410,1.113340,1.113380,1.112270,1.112410,0
EURUSD,202006010411,1.112400,1.112400,1.111600,1.112210,0
EURUSD,202006010412,1.112210,1.112600,1.111930,1.112420,0
EURUSD,202006010413,1.112430,1.112830,1.112390,1.112580,0
EURUSD,202006010414,1.112600,1.112820,1.112410,1.112750,0
EURUSD,202006010415,1.112750,1.112780,1.112400,1.112400,0
EURUSD,202006010416,1.112390,1.112630,1.112190,1.112500,0
EURUSD,202006010417,1.112500,1.112750,1.112130,1.112150,0
EURUSD,202006010418,1.112160,1.112390,1.111940,1.112050,0
EURUSD,202006010419,1.112080,1.112220,1.111880,1.112220,0
EURUSD,202006010420,1.112230,1.112620,1.112190,1.112510,0
EURUSD,202006010421,1.112540,1.112800,1.112540,1.112750,0
EURUSD,202006010422,1.112740,1.112790,1.112430,1.112450,0
EURUSD,202006010423,1.112450,1.112490,1.112250,1.112460,0
EURUSD,202006010424,1.112480,1.112550,1.112180,1.112530,0
EURUSD,202006010425,1.112540,1.112830,1.112270,1.112780,0
EURUSD,202006010426,1.112790,1.113140,1.112690,1.113140,0
EURUSD,202006010427,1.113140,1.113200,1.112900,1.113040,0
EURUSD,202006010428,1.113050,1.113320,1.113030,1.113250,0
EURUSD,202006010429,1.113250,1.113360,1.113160,1.113360,0
EURUSD,202006010430,1.113370,1.113370,1.112880,1.112960,0
